,DATE,STAR,LIKE,REVIEW
3128,2020-12-7,별표 5개 만점에 2개를 받았습니다.,0,겨좌이체 해야되는데 간편인증에서 넘어가질 않아요
3129,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편리하고좋아요
3130,2021-4-5,별표 5개 만점에 3개를 받았습니다.,0,평소에 편리하게 이용해요
3131,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,사용이 편리합니다
3132,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,아주 편리합니다
3133,2021-4-5,별표 5개 만점에 4개를 받았습니다.,0,편리하고좋아요
3134,2020-12-22,별표 5개 만점에 1개를 받았습니다.,0,간편로그인이 일주일째 안된다고 진짜 욕나오네 아오 그리고 업데이트 있으면 앱 들아가면 업데이트 하라고 말을해줘야지
3135,2021-4-5,별표 5개 만점에 4개를 받았습니다.,0,예전보단 많이좋아짐
3136,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편리하고좋아요
3137,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,편리하게 사용중입니다
3138,2021-4-6,별표 5개 만점에 5개를 받았습니다.,0,편리하게 사용중입니다
3139,2021-4-5,별표 5개 만점에 5개를 받았습니다.,0,편해서 자주 사용합니다.
